study_id,reference,title,year,intervention_category,intervention_technique,type_experiment,environmental_context,control_group_scenario_prompt,intervention_group_scenario_prompt,response_instruction,response_options,n_study,n_comparison,n_control,n_intervention,binary_outcome,mean_control,sd_control,mean_intervention,sd_intervention,cohens_d,variance_d,ci_lower,ci_upper,gpt35_llm_mean_control,gpt35_llm_mean_intervention,gpt35_llm_std_control,gpt35_llm_std_intervention,gpt35_llm_cohens_d,gpt35_llm_p_value,gpt35_llm_variance_d,gpt35_llm_ci_lower,gpt35_llm_ci_upper,gpt4o_llm_mean_control,gpt4o_llm_mean_intervention,gpt4o_llm_std_control,gpt4o_llm_std_intervention,gpt4o_llm_cohens_d,gpt4o_llm_p_value,gpt4o_llm_variance_d,gpt4o_llm_ci_lower,gpt4o_llm_ci_upper,claude3_llm_mean_control,claude3_llm_mean_intervention,claude3_llm_std_control,claude3_llm_std_intervention,claude3_llm_cohens_d,claude3_llm_p_value,claude3_llm_variance_d,claude3_llm_ci_lower,claude3_llm_ci_upper,deepseekv3_llm_mean_control,deepseekv3_llm_mean_intervention,deepseekv3_llm_std_control,deepseekv3_llm_std_intervention,deepseekv3_llm_cohens_d,deepseekv3_llm_p_value,deepseekv3_llm_variance_d,deepseekv3_llm_ci_lower,deepseekv3_llm_ci_upper
Camilleri_2,Camilleri & Larrick (2014),Metric and scale design as choice architecture tools,2014,information,translation,artefactual_field,Other,"You are presented with a series of choices between two vehicles. Vehicle A: Price $18000, fuel consumption 750 gallons per 15,000 miles; Vehicle B: Price $21000, fuel consumption 600 gallons per 15,000 miles.","You are presented with a series of choices between two vehicles. Vehicle A: Price $18000, cost of gas $3000 per 15,000 miles; Vehicle B: Price $21000, cost of gas $2400 per 15,000 miles.","You want to minimize the total cost of owning and operating the vehicle, especially focusing on fuel costs. Which vehicle do you prefer?","1 =Vehicle B, 0 = Vehicle A",484,322,161,161,1,0.473,,0.57,,0.1945,0.0125,-0.0246306351441453,0.4136306351441454,0.7515527950310559,0.968944099378882,0.4334607234315052,0.1740100661042057,0.6893038378503769,4.6387499028941416e-08,0.0131601549392472,0.4644612411897955,0.9141464345109582,0.1428571428571428,0.2919254658385093,0.3510189250087317,0.4560667652986104,0.3663968258821947,0.0018869825169587,0.012630817754684,0.1461225280707815,0.5866711236936079,0.5093167701863354,0.6149068322981367,0.5014729855929461,0.4881356343430866,0.2132515998086506,0.0723021245141567,0.0124929755354362,-0.0058174556677391,0.4323206552850403,0.0,0.0248447204968944,0.0,0.1561373817750818,0.3165643349627663,0.1311954486934531,0.0125779704629975,0.0967513335695091,0.5363773363560235
Camilleri_3,Camilleri & Larrick (2014),Metric and scale design as choice architecture tools,2014,information,translation,artefactual_field,Other,"You are presented with a series of choices between two vehicles. Vehicle A: Price $32789, fuel consumption 7.0 gallons per 100 miles; Vehicle B: Price $34789, fuel consumption 6.0 gallons per 100 miles.   ","You are presented with a series of choices between two vehicles. Vehicle A: Price $32789, cost of gas $28 per 100 miles; Vehicle B: Price $34789, cost of gas $24 per 100 miles.","You want to minimize the total cost of owning and operating the vehicle, especially focusing on fuel costs. Which vehicle do you prefer?","1 =Vehicle B, 0 = Vehicle A",424,283,142,141,1,0.672,,0.751,,0.1747,0.0142,-0.0588566639037657,0.4082566639037657,0.1690140845070422,0.0354609929078014,0.3760909612683318,0.1856012437508548,-0.4684658773178605,0.0004513040006251,0.0145221911101273,-0.7046573232590808,-0.2322744313766402,0.0633802816901408,0.0921985815602836,0.2445081539313711,0.2903374691595515,0.1080407797244736,0.4944325678819274,0.0141550754420571,-0.1251461397510431,0.3412276991999905,0.2605633802816901,1.0,0.4404958113129308,0.0,2.070167093355905,3.045156692491487e-37,0.0217061690539478,1.7814053324252617,2.3589288542865483,0.0,0.0212765957446808,0.0,0.1448193508371713,0.2927745185884982,0.2431981496568227,0.0142858954220063,0.0585125306767156,0.5270365065002807
Camilleri_4,Camilleri & Larrick (2014),Metric and scale design as choice architecture tools,2014,information,translation,artefactual_field,Other,"You are presented with a series of choices between two vehicles. Vehicle A: Price $32789, fuel consumption 1050 gallons per 15,000 miles; Vehicle B: Price $34789, fuel consumption 900 gallons per 15,000 miles.  ","You are presented with a series of choices between two vehicles. Vehicle A: Price $32789, cost of gas $4200 per 15,000 miles; Vehicle B: Price $34789, cost of gas $3600 per 15,000 miles.","You want to minimize the total cost of owning and operating the vehicle, especially focusing on fuel costs. Which vehicle do you prefer?","1 =Vehicle B, 0 = Vehicle A",484,323,162,161,1,0.552,,0.57,,0.0363,0.0124,-0.1819523525110488,0.2545523525110489,0.5740740740740741,0.9937888198757764,0.4960158727618967,0.0788110406239099,1.2643151236650434,1.8969057991794402e-19,0.0148584665838455,1.025404706310541,1.503225541019546,0.1666666666666666,0.2049689440993788,0.3738335897094206,0.4049384586323007,0.0985918854296923,0.4581305764016745,0.0123990666271032,-0.1196522527803861,0.3168360236397708,0.6234567901234568,0.8757763975155279,0.486021139263253,0.3308656066886387,0.6009188996569421,3.352204512687328e-07,0.0129430034136238,0.377939047137618,0.8238987521762662,0.0061728395061728,0.0372670807453416,0.0785674201318386,0.190006537971854,0.2312359481709917,0.1243422430686969,0.0124667906268771,0.0123965942618648,0.4500753020801186
Catlin_1,Catlin & Wang (2013),Recycling gone bad: When the option to recycle increases resource consumption,2013,structure,consequence,conventional_lab,Recycling or reuse,"You have been invited to evaluate a new pair of scissors. Please use the scissors and paper on the table to cut out several different shapes (such as triangles, squares, etc.). After completion, please put the waste paper fragments into the garbage bin in the room.","You have been invited to evaluate a new pair of scissors. Please use the scissors and paper on the table to cut out several different shapes (such as triangles, squares, etc.). After completion, please put the waste paper fragments into the recycling bin or garbage bin in the room, and choose a suitable container according to the nature of the waste paper. Paper placed in the recycling bin will be reused.",How much paper did you use in the evaluation task? (5 grams per piece of paper),Please report the quantity of paper used (in grams).,43,43,22,21,0,9.45,,27.9,,0.7139,0.099,0.0972117292758696,1.3305882707241303,18.63636363636364,22.38095238095238,4.135162282131996,6.445744258626699,0.6950478046918667,0.0306683402054525,0.098690935524837,0.0793228946919215,1.3107727146918118,25.681818181818183,27.38095238095238,7.1206364324730975,7.003400534570263,0.2405447993652383,0.4347839368592615,0.0937464047073333,-0.3595576529471538,0.8406472516776304,34.31818181818182,31.666666666666668,10.49891769313736,8.850612031567836,-0.2725145135477359,0.3751056894334625,0.0939371298188739,-0.8732271036716676,0.3281980765761957,24.545454545454547,28.33333333333333,9.625003513801571,14.605934866804429,0.3077287274483317,0.3246548043844621,0.094174720628209,-0.2937430601224889,0.9092005150191524
Demarque_1,Demarque et al. (2015),Nudging sustainable consumption: The use of descriptive norms to promote a minority behavior in a realistic online shopping environment,2015,information,social_reference,conventional_lab,Green purchasing,You are purchasing groceries from an online store. This store sells a variety of daily use products.,"You are purchasing groceries from an online store. For your reference, previous participants on average purchased at least six ecological products.",How many ecological products do you purchase?,Write a number. ,122,61,29,32,0,2.0,2.45,3.25,2.24,0.5337,0.0681,0.0222282552386007,1.045171744761399,2.896551724137931,5.03125,0.4092525928189875,0.9994958406536122,2.7458799595252543,4.6488025690780644e-14,0.1275348631462832,2.045937158305535,3.445822760744974,2.827586206896552,3.96875,0.6017216678143156,0.646797320799606,1.823497637675429,1.5852649782806212e-09,0.0929880343141967,1.2258274070002857,2.4211678683505724,2.103448275862069,3.5625,0.4887906056356192,0.7156093726283553,2.359295521932963,5.425780266890974e-13,0.1113579664880087,1.7052488549282896,3.0133421889376364,2.9655172413793105,3.75,0.6804808499819212,0.672021505032247,1.160392815775592,3.046758113027445e-05,0.0767697380215389,0.6173386865350368,1.7034469450161474
Demarque_2,Demarque et al. (2015),Nudging sustainable consumption: The use of descriptive norms to promote a minority behavior in a realistic online shopping environment,2015,information,social_reference,conventional_lab,Green purchasing,You are purchasing groceries from an online store. This store sells a variety of daily use products.,"You are purchasing groceries from an online store. For your reference, 90% of the participants have purchased at least five ecological product before.",How many ecological products do you purchase?,Write a number. ,235,78,41,37,0,1.56,2.16,2.57,2.15,0.4686,0.0528,0.0182345642340546,0.9189654357659454,2.902439024390244,4.45945945945946,0.3004062290283349,0.9307880351435373,2.301007679057616,2.1062836800824973e-12,0.0853572474620437,1.728385333027321,2.873630025087912,3.048780487804878,3.351351351351352,0.9206307487857206,0.8238195668219336,0.345358204899565,0.1297156432775918,0.0521818368890266,-0.1023631119900527,0.7930795217891826,2.048780487804878,2.756756756756757,0.705380022122654,0.4349588362008398,1.1941589385212945,9.667101667243676e-07,0.0605583963810705,0.7118389348461878,1.6764789421964008,3.0,3.108108108108108,0.7071067811865476,0.657595949221429,0.1580294326036961,0.486346385831315,0.0515773561959343,-0.2870911015294244,0.6031499667368168
Demarque_3,Demarque et al. (2015),Nudging sustainable consumption: The use of descriptive norms to promote a minority behavior in a realistic online shopping environment,2015,information,social_reference,conventional_lab,Green purchasing,You are purchasing groceries from an online store. This store sells a variety of daily use products.,"You are purchasing groceries from an online store. For your reference, 70% of the participants have purchased at least five ecological product before.",How many ecological products do you purchase?,Write a number. ,235,79,41,38,0,1.56,2.16,2.29,1.84,0.3627,0.0515,-0.0820866109335435,0.8074866109335436,2.8780487804878048,3.3684210526315788,0.3996950056742959,0.6746792083200744,0.8927394050398564,0.0002549004923772,0.0557502336629011,0.4299627560393798,1.355516054040333,2.731707317073171,3.3157894736842106,0.6334189073552525,0.8416606222994192,0.7884208796711634,0.0009212017401159,0.0546402579552463,0.330274286442333,1.2465674728999938,2.048780487804878,2.8684210526315788,0.4444783184923152,0.4748287105995939,1.7844937871922952,1.747036049689962e-11,0.0708605781642745,1.2627582286680197,2.306229345716571,2.6341463414634148,2.894736842105264,0.7333518105580569,0.4525885718428284,0.4239587022121298,0.0596758465729945,0.0518436345228409,-0.0223093642396494,0.8702267686639091
Demarque_4,Demarque et al. (2015),Nudging sustainable consumption: The use of descriptive norms to promote a minority behavior in a realistic online shopping environment,2015,information,social_reference,conventional_lab,Green purchasing,You are purchasing groceries from an online store. This store sells a variety of daily use products and ecological products.,"You are purchasing groceries from an online store. For your reference, 9% of the participants have previously purchased at least five ecological product.",How many ecological products do you purchase?,Write a number. ,122,60,29,31,0,2.0,2.45,2.84,2.38,0.348,0.0677,-0.1619674128422249,0.8579674128422249,2.896551724137931,2.6129032258064515,0.5570860145311555,0.4951376478541908,-0.5393013090947444,0.0421781936252098,0.0691645389867462,-1.054755214279174,-0.0238474039103148,2.3448275862068964,2.2580645161290325,0.6138788892284813,0.5143113152870139,-0.1536785463545326,0.5567237629706525,0.066937632266899,-0.6607664656624759,0.3534093729534105,2.1379310344827585,2.0,0.5808945030255667,0.4472135954999579,-0.267261241912424,0.3097809188477664,0.0673360612320567,-0.7758560770913553,0.2413335932665071,2.7586206896551726,2.193548387096774,0.5109635445336237,0.4774484152736418,-1.144074504523633,4.511365991557711e-05,0.0776483770693269,-1.6902274528865886,-0.5979215561606768
Demarque_5,Demarque et al. (2015),Nudging sustainable consumption: The use of descriptive norms to promote a minority behavior in a realistic online shopping environment,2015,information,social_reference,conventional_lab,Green purchasing,You are purchasing groceries from an online store. This store sells a variety of daily use products and ecological products.,"You are purchasing groceries from an online store. For your reference, previous participants on average purchased at least six ecological products.",How many ecological products do you purchase?,Write a number. ,235,81,41,40,0,1.56,2.16,2.22,1.83,0.3294,0.0501,-0.1092993126468009,0.768099312646801,2.951219512195122,3.975,0.5895430226961862,1.073873888408284,1.1858941810188257,1.7294961254918057e-06,0.0580713859306755,0.7135819561999815,1.6582064058376695,2.5121951219512195,3.675,0.5060608273474738,0.572332161042958,2.154160630833896,5.7217007441332286e-15,0.078034737874258,1.6066506015854602,2.7016706600823315,2.1463414634146343,3.275,0.5273033097637497,0.6788942744621108,1.85974060475182,3.0340748311159777e-12,0.0707398433898628,1.3384497115218403,2.381031497981799,2.707317073170732,3.725,0.6018264882432639,0.6400120191179105,1.6388571111798085,1.515764889717882e-10,0.0659695811299984,1.1354492950611772,2.14226492729844
Demarque_6,Demarque et al. (2015),Nudging sustainable consumption: The use of descriptive norms to promote a minority behavior in a realistic online shopping environment,2015,information,social_reference,conventional_lab,Green purchasing,You are purchasing groceries from an online store. This store sells a variety of daily use products and ecological products.,"You are purchasing groceries from an online store. For your reference, 70% of the participants have purchased at least five ecological product before.",How many ecological products do you purchase?,Write a number. ,122,59,29,30,0,2.0,2.45,2.77,2.31,0.3236,0.0687,-0.1901199830468797,0.8373199830468797,2.9655172413793105,3.333333333333333,0.3254402096380549,0.6064784348631228,0.7521170523765993,0.0055265197684471,0.0726099907716133,0.2239804322486884,1.2802536725045102,2.689655172413793,3.1,0.6602731185903338,0.5477225575051661,0.6775504002398074,0.0121799694343971,0.0717065541986426,0.1527096861865269,1.202391114293088,2.206896551724138,2.9,0.5592923044110286,0.3051285766293647,1.5458569956522783,5.448913404065872e-07,0.0880675652676424,0.964214557882784,2.1274994334217734,2.793103448275862,3.033333333333333,0.6198680933892067,0.4138409933973337,0.4573673581236434,0.0873524116888552,0.0695888453462009,-0.0596652170368419,0.9743999332841288
Demarque_7,Demarque et al. (2015),Nudging sustainable consumption: The use of descriptive norms to promote a minority behavior in a realistic online shopping environment,2015,information,social_reference,conventional_lab,Green purchasing,You are purchasing groceries from an online store. This store sells a variety of daily use products.,"You are purchasing groceries from an online store. For your reference, 1% of the participants have previously purchased at least five ecological product.",How many ecological products do you purchase?,Write a number. ,235,81,41,40,0,1.56,2.16,1.77,1.54,0.1117,0.0495,-0.3243644581072381,0.5477644581072381,2.804878048780488,1.95,0.557651871471887,0.3162277660168378,-1.8797697249383865,4.216671269453435e-12,0.07120218352463,-2.4027613653623723,-1.3567780845144006,3.097560975609756,2.125,0.860374280437894,0.563300712149108,-1.3340882763277084,7.085967465410753e-08,0.0603766113656182,-1.8156838185559097,-0.852492734099507,2.1707317073170733,2.0,0.7714414762115864,0.0,-0.3110246059041135,0.1641934430799344,0.0499873815905736,-0.7492305711014307,0.1271813592932035,2.8292682926829267,1.8,0.6671746032482895,0.6868732574462859,-1.5204025712983131,1.534287194436315e-09,0.063659527722257,-2.0149179444566068,-1.0258871981400193
Demarque_8,Demarque et al. (2015),Nudging sustainable consumption: The use of descriptive norms to promote a minority behavior in a realistic online shopping environment,2015,information,social_reference,conventional_lab,Green purchasing,You are purchasing groceries from an online store. This store sells a variety of daily use products.,"You are purchasing groceries from an online store. For your reference, 9% of the participants have previously purchased at least five ecological product.",How many ecological products do you purchase?,Write a number. ,235,80,41,39,0,1.56,2.16,1.67,1.9,0.054,0.05,-0.3842612702882907,0.4922612702882907,2.902439024390244,2.5384615384615383,0.3744915251898559,0.5547001962252291,-0.7728102396877028,0.0010679483732855,0.0537639924595031,-1.2272683379424163,-0.3183521414329891,2.975609756097561,2.5128205128205128,0.851111181868996,0.7208107595944298,-0.5855722471563761,0.0103382142351827,0.0521743623974632,-1.0332614972460192,-0.137882997066733,1.804878048780488,2.1538461538461537,0.6008124580566699,0.3655177681951956,0.6976509923746831,0.0024057748703745,0.0530732502132232,0.2461216963434145,1.1491802884059517,2.731707317073171,2.358974358974359,0.6717287489717272,0.5374001492164547,-0.6110445894929392,0.007509154508605,0.0523648663581433,-1.0595504175107688,-0.1625387614751096
Dickerson_1,Dickerson et al. (1992),Using cognitive dissonanace to encourage water conservation,1992,assistance,commitment,framed_field,Other,You are on your way to take a shower after swimming.,"As you head to the showers after swimming, a member of the university water conservation team stops you and asks, 'Do you believe in saving water?' After you agree, she shows you a pledge where over 80% of students have already signed their name to support shorter showers and turning off the water while soaping up. She invites you to join them by adding your name to a flyer that reads: “Please conserve water. Take shorter showers. Turn off the water while soaping up. I’m doing my part—so can you!” Your signed flyer will be displayed in the locker room to inspire others. By adding your name, you become a visible leader in making a difference. After signing, you proceed to the showers.",How long did you spend taking a shower this time?(You usually take a shower for about 300 seconds),Please output actual duration of your shower in seconds.,60,40,20,20,0,301.8,142.32,247.7,104.05,0.434,0.1024,-0.1931884750528172,1.061188475052817,295.6,270.5,16.2331694217021,13.168942730211068,1.6981630484984245,4.665347253173971e-06,0.1360469717410682,0.975239235345578,2.42108686165127,297.5,269.25,19.22854238119112,13.59905182453232,1.6963509225328728,5.680129754081204e-06,0.1359700806547266,0.9736314294502584,2.4190704156154874,271.0,246.0,59.90343105892666,26.83281572999748,0.5386366951592684,0.1002859790482968,0.1036266186171512,-0.0922970479117151,1.169570438230252,246.0,236.5,19.029063643750177,21.343062474478064,0.469850588115925,0.1456895883286088,0.102759494689411,-0.1584378546273019,1.098139030859152
Dickerson_2,Dickerson et al. (1992),Using cognitive dissonanace to encourage water conservation,1992,assistance,reminder,framed_field,Energy conservation,You are on your way to take a shower after swimming.,"You are on your way to take a shower after swimming. Before you enter, a member of the campus water conservation team greets you and asks if you support saving water. After you agree, she invites you to answer a few short questions to help raise awareness of daily water use: “Do you turn off the water while soaping or shampooing?” “Do you ever take longer showers than necessary?” “What do you think is a reasonable length of time for a quick, water-saving shower (in minutes)?” “On average, how long do you usually shower here at the Field House?” She thanks you for your input and reminds you: “Every second counts. A shorter shower saves both water and energy.” You realize that you should save time during your shower to conserve water resources. You then proceed to take your shower as usual.",How long did you spend taking a shower this time?(You usually take a shower for about 300 seconds),Please output actual duration of your shower in seconds.,60,40,20,20,0,301.8,142.32,248.3,146.07,0.371,0.1017,-0.2540410883010753,0.9960410883010752,299.25,269.0,17.716703388253933,23.14712668311578,1.4676245420272926,4.577046964487196e-05,0.1269240224545102,0.7693599749641645,2.1658891090904207,291.0,271.75,26.48733560342416,11.153828703043729,0.9472381198804656,0.0060211682484347,0.1112157506969335,0.2936092293662427,1.6008670103946885,270.0,297.5,47.68316485434158,7.8639751565704925,-0.8047394819460623,0.0192755431103265,0.1080950704225352,-1.449132810393991,-0.1603461534981332,247.5,254.0,36.831765466352834,11.424811411549587,-0.2383732397964809,0.4587423479938142,0.1007102725181383,-0.8603654943296961,0.3836190147367342
Dinner_1,Dinner et al. (2011),Partitioning default effects: Why people choose not to choose,2011,structure,default,artefactual_field,Energy conservation,"You have just completed major renovations in your home. The contractor informs you that all the new light fixtures have been installed with incandescent bulbs, which are cheaper but less efficient. The contractor now asks: “Are you okay with the incandescent bulbs, or would you prefer to switch to compact fluorescent (CFL) bulbs, which are more expensive but energy efficient? If you want to switch, we can do so at no extra labor cost.","You have just completed major renovations in your home. The contractor informs you that all the new light fixtures have been installed with compact fluorescent (CFL) bulbs, which are more expensive but energy efficient. The contractor now asks: “Are you okay with the CFL bulbs, or would you prefer to switch to incandescent bulbs, which are cheaper but less efficient? If you want to switch, we can do so at no extra labor cost.",Which type of light bulbs do you choose to keep in your home?,"Incandescent bulb (0), compact fluorescent lamp (CFL) bulb (1), first output a brief reason, then output a number.",126,126,63,63,1,0.19,,0.58,,0.8294,0.0345,0.4653528474030495,1.1934471525969506,0.7936507936507936,1.0,0.4079346152039784,0.0,0.943075509136984,0.0004406890935093,0.0352753627616427,0.5749602371991063,1.3111907810748618,0.5555555555555556,0.984126984126984,0.5008952558646075,0.1259881576697423,1.206807586169369,3.740745371463148e-08,0.0375253355160156,0.8271340012078856,1.5864811711308524,0.6666666666666666,0.7301587301587301,0.4751909633114913,0.4474425249214015,0.1385158551951357,0.5603406034710046,0.031822169214843,-0.2111175994741503,0.4881493098644219,0.5555555555555556,0.9365079365079364,0.5008952558646075,0.2458045298026049,0.9500114636420398,2.5098846559864573e-06,0.0353274673851241,0.5816244236971344,1.3183985035869452
Dinner_2,Dinner et al. (2011),Partitioning default effects: Why people choose not to choose,2011,structure,default,artefactual_field,Energy conservation,"You have just completed major renovations in your home. The contractor informs you that all the new light fixtures have been installed with incandescent bulbs, which are cheaper but less efficient. The contractor now asks: “Are you okay with the incandescent bulbs, or would you prefer to switch to compact fluorescent (CFL) bulbs, which are more expensive but energy efficient? If you want to switch, we can do so at no extra labor cost.","You have just completed major renovations in your home. The contractor informs you that all the new light fixtures have been installed with compact fluorescent (CFL) bulbs, which are more expensive but energy efficient. The contractor now asks: “Are you okay with the CFL bulbs, or would you prefer to switch to incandescent bulbs, which are cheaper but less efficient? If you want to switch, we can do so at no extra labor cost.",Which type of light bulbs do you choose to keep in your home?,"Incandescent bulb (0), compact fluorescent lamp (CFL) bulb (1), first output a number, then output a brief reason.",190,190,95,95,1,0.202,,0.438,,0.5142,0.0217,0.2254792761004805,0.8029207238995194,0.6631578947368421,1.0,0.4751377474578824,0.0,1.2383929469069408,1.8615001978931543e-09,0.0250884660288127,0.927947606912816,1.5488382869010655,0.6105263157894737,0.9263157894736842,0.4902178595604476,0.2626422720087394,0.7981075102479953,6.120516409880282e-07,0.0227288831524059,0.5026213537696658,1.0935936667263249,0.3052631578947368,0.631578947368421,0.4629618846157238,0.4849354328363277,0.6663541028293642,1.2913532545982154e-05,0.0222211257640987,0.3741871307530348,0.9585210749056936,0.6631578947368421,0.8105263157894737,0.4751377474578823,0.3939634080131087,0.3376816481103237,0.032212668939704,0.0213527076196592,0.0512806232671109,0.6240826729535365
Dinner_3,Dinner et al. (2011),Partitioning default effects: Why people choose not to choose,2011,structure,default,artefactual_field,Energy conservation,"You have just completed major renovations in your home. The contractor informs you that all the new light fixtures have been installed with incandescent bulbs, which are cheaper but less efficient. The contractor now asks: “Are you okay with the incandescent bulbs, or would you prefer to switch to compact fluorescent (CFL) bulbs, which are more expensive but energy efficient? If you want to switch, we can do so at no extra labor cost.","You have just completed major renovations in your home. The contractor informs you that all the new light fixtures have been installed with compact fluorescent (CFL) bulbs, which are more expensive but energy efficient. The contractor now asks: “Are you okay with the CFL bulbs, or would you prefer to switch to incandescent bulbs, which are cheaper but less efficient? If you want to switch, we can do so at no extra labor cost.",Which type of light bulbs do you choose to keep in your home?,"Incandescent bulb (0), compact fluorescent lamp (CFL) bulb (1).",126,126,63,63,1,0.236,,0.465,,0.4862,0.0327,0.1317769428540266,0.8406230571459734,0.7936507936507936,1.0,0.4079346152039784,0.0,0.943075509136984,0.0004406890935093,0.0352753627616427,0.5749602371991063,1.3111907810748618,0.5873015873015873,0.8253968253968254,0.4962738784348764,0.3826765896260496,0.5331265339866609,0.0061714600610704,0.0328739043700024,0.1777622843598853,0.8884907836134364,0.8571428571428571,0.6825396825396826,0.3527378107513291,0.4692271210638121,-0.4218849025416209,0.0343097031962298,0.032452328853145,-0.7749632011171359,-0.0688066039661058,0.4761904761904761,0.8095238095238095,0.5034443575988876,0.3958308068477864,0.715166507260236,0.0002004180125469,0.0337756473535984,0.3549613456493356,1.0753716688711363
Ebeling_1,Ebeling & Lotz (2015),Domestic uptake of green energy promoted by opt-out tariffs,2015,structure,default,natural_field,Energy conservation,"You visit an energy provider’s website to select a new electricity contract for your household. When reviewing your contract options, you see an additional option labeled “100% green energy (+0.3 cents per unit)”. The checkbox for green energy is not pre-selected. You can choose to check this box if you wish to purchase green energy at a small extra cost, or you can leave it unchecked.","You visit an energy provider’s website to select a new electricity contract for your household. When reviewing your contract options, you see an additional option labeled “100% green energy (+0.3 cents per unit)”. The checkbox for green energy is already pre-selected. If you do not want green energy, you must uncheck the box to remove it.",Did you choose a contract that included the “100% green energy” option?,"Yes (1), No (0)",41952,41952,20976,20976,1,0.072,,0.691,,1.4194,0.0001,1.3998003601545994,1.4389996398454006,0.1,0.92,0.3030457633656631,0.2740475156178699,1.9245784403734123,1.2281230945909442e-15,0.0585200108657507,1.450445324120862,2.3987115566259627,0.5,0.84,0.5050762722761054,0.3703280399090204,0.7477626346599202,0.000667197691853,0.0427957447889677,0.3423022897336195,1.153222979586221,0.0,0.04,0.0,0.1979486637221575,0.4027158415806616,0.4750505240539528,0.0408109002453001,0.0067696422962434,0.7986620408650797,0.0,0.1,0.0,0.3030457633656631,0.6435011087932844,0.0664574200169312,0.0420704683850909,0.2414911936560568,1.045511023930512
Ebeling_2,Ebeling & Lotz (2015),Domestic uptake of green energy promoted by opt-out tariffs,2015,structure,default,artefactual_field,Energy conservation,"You are asked to imagine shopping for a new electricity contract on a provider’s website. When reviewing your contract options, you see an additional option labeled “100% green energy (+0.3 cents per unit)”. The checkbox for green energy is not pre-selected. You can choose to check this box if you want to include green energy at a small extra cost, or you can leave it unchecked.","You are asked to imagine shopping for a new electricity contract on a provider’s website. When reviewing your contract options, you see an additional option labeled “100% green energy (+0.3 cents per unit)”. The checkbox for green energy is already pre-selected. If you do not want green energy, you must uncheck the box.",Did you choose the contract with the “100% green energy” option?,"Yes (1), No (0)",290,290,145,145,1,0.3416,,0.938,,1.3899,0.0171,1.1336014517523176,1.6461985482476822,0.2482758620689655,0.593103448275862,0.4335101319263003,0.4929580741150804,0.7148851993431042,5.591106200731208e-09,0.0146742428417928,0.4774604752691093,0.9523099234170992,0.4137931034482758,0.7862068965517242,0.4942194589079005,0.4114035410192991,0.7827262533861508,2.1130855048021564e-10,0.0148494144616205,0.5438886220008619,1.0215638847714397,0.0068965517241379,0.0482758620689655,0.0830454798537399,0.2150915335760378,0.2767676896664461,0.0730262973238066,0.0139251730242125,0.0454821978094052,0.5080531815234871,0.0137931034482758,0.0689655172413793,0.1170355416429677,0.254273813857804,0.2960267981853406,0.0390292868112276,0.0139441928711101,0.0645834083419794,0.5274701880287018
Everett_1,Everett et al. (2015),Doing good by doing nothing? The role of social norms in explaining default effects in altruistic context,2015,structure,default,artefactual_field,Environmental donation,"You have completed a short online task and are told that, in addition to your payment for participating, you will receive a $0.50 bonus. By default, this bonus money will be paid to you. If you would rather have this money donated to Greenpeace (an environmental charity), you can choose to do so by indicating your preference on the next page. Turn your bonus into impact — donate $0.50 to protect the planet with Greenpeace!","You have completed a short online task and are told that, in addition to your payment for participating, you will receive a $0.50 bonus. By default, this bonus money will be donated to Greenpeace (an environmental charity). If you would rather keep this money for yourself, you can choose to do so by indicating your preference on the next page. Turn your bonus into impact — donate $0.50 to protect the planet with Greenpeace!",Did you choose to donate the money to Greenpeace?,"Yes (1), No (0)",150,150,75,75,1,0.11,,0.23,,0.3242,0.027,0.0021450541309117,0.6462549458690883,0.04,0.16,0.1972787847664286,0.3690748111375472,0.4203178505543145,0.0294563856325713,0.027255556984982,0.0967423573647182,0.7438933437439108,0.1466666666666666,0.5333333333333333,0.3561556497471953,0.5022472023339225,0.8514920894248512,1.3919644636025463e-06,0.0290834625945103,0.5172422967248267,1.1857418821248755,0.0,0.04,0.0,0.1972787847664284,0.4027158415806616,0.2434431861931293,0.0272072668302,0.0794271236336061,0.726004559527717,0.0,0.0666666666666666,0.0,0.2511236011669613,0.5223148218060486,0.0688450446075197,0.0275760425769276,0.1968425004068621,0.8477871432052351
