study_id,agent_id,day,activate_friends,choice_1_friends,initial_choice,last_choice,choice
Bamberg_3,15,23,6,1,1,1,1
Bamberg_3,15,24,1,0,1,1,1
Bamberg_3,15,25,3,0,1,1,1
Bamberg_3,15,26,2,0,1,1,1
Bamberg_3,15,27,4,0,1,1,1
Bamberg_3,15,28,3,0,1,1,1
Bamberg_3,15,29,1,0,1,1,1
Bamberg_3,15,30,2,0,1,1,1
Bamberg_3,16,3,6,0,0,0,0
Bamberg_3,16,4,4,0,0,0,0
Bamberg_3,16,5,3,0,0,0,0
Bamberg_3,16,6,6,0,0,0,0
Bamberg_3,16,7,5,1,0,0,0
Bamberg_3,16,8,3,0,0,0,0
Bamberg_3,16,9,3,1,0,0,0
Bamberg_3,16,10,1,1,0,0,0
Bamberg_3,16,11,3,1,0,0,0
Bamberg_3,16,12,5,1,0,0,0
Bamberg_3,16,13,4,2,0,0,0
Bamberg_3,16,14,4,1,0,0,0
Bamberg_3,16,15,1,1,0,0,0
Bamberg_3,16,16,2,1,0,0,0
Bamberg_3,16,17,4,1,0,0,0
Bamberg_3,16,18,2,1,0,0,0
Bamberg_3,16,19,4,1,0,0,0
Bamberg_3,16,20,6,2,0,0,0
Bamberg_3,16,21,5,1,0,0,0
Bamberg_3,16,22,3,1,0,0,0
Bamberg_3,16,23,5,2,0,0,0
Bamberg_3,16,24,6,1,0,0,0
Bamberg_3,16,25,4,1,0,0,0
Bamberg_3,16,26,7,1,0,0,0
Bamberg_3,16,27,4,0,0,0,0
Bamberg_3,16,28,7,0,0,0,0
Bamberg_3,16,29,4,0,0,0,0
Bamberg_3,16,30,2,0,0,0,0
Bamberg_3,17,3,5,3,0,0,0
Bamberg_3,17,4,2,1,0,0,0
Bamberg_3,17,5,6,2,0,0,0
Bamberg_3,17,6,5,3,0,0,0
Bamberg_3,17,7,5,2,0,0,0
Bamberg_3,17,8,4,2,0,0,0
Bamberg_3,17,9,3,2,0,0,0
Bamberg_3,17,10,3,2,0,0,0
Bamberg_3,17,11,6,3,0,0,0
Bamberg_3,17,12,5,2,0,0,0
Bamberg_3,17,13,7,4,0,0,0
Bamberg_3,17,14,3,1,0,0,0
Bamberg_3,17,15,5,3,0,0,0
Bamberg_3,17,16,5,2,0,0,0
Bamberg_3,17,17,3,2,0,0,0
Bamberg_3,17,18,4,2,0,0,0
Bamberg_3,17,19,2,1,0,0,0
Bamberg_3,17,20,5,3,0,0,0
Bamberg_3,17,21,5,2,0,0,0
Bamberg_3,17,22,1,0,0,0,0
Bamberg_3,17,23,5,3,0,0,0
Bamberg_3,17,24,4,1,0,0,0
Bamberg_3,17,25,3,2,0,0,0
Bamberg_3,17,26,5,2,0,0,0
Bamberg_3,17,27,2,0,0,0,0
Bamberg_3,17,28,3,1,0,0,0
Bamberg_3,17,29,6,2,0,0,0
Bamberg_3,17,30,3,2,0,0,0
Bamberg_3,18,3,5,3,0,0,0
Bamberg_3,18,4,5,2,0,0,0
Bamberg_3,18,5,3,1,0,0,0
Bamberg_3,18,6,4,2,0,0,0
Bamberg_3,18,7,4,2,0,0,0
Bamberg_3,18,8,2,1,0,0,0
Bamberg_3,18,9,3,3,0,0,0
Bamberg_3,18,10,3,3,0,0,0
Bamberg_3,18,11,2,1,0,0,0
Bamberg_3,18,12,2,2,0,0,0
Bamberg_3,18,13,3,2,0,0,0
Bamberg_3,18,14,4,2,0,0,0
Bamberg_3,18,15,4,2,0,0,0
Bamberg_3,18,16,5,3,0,0,0
Bamberg_3,18,17,4,3,0,0,0
Bamberg_3,18,18,3,1,0,0,0
Bamberg_3,18,19,4,2,0,0,0
Bamberg_3,18,20,4,3,0,0,0
Bamberg_3,18,21,5,3,0,0,0
Bamberg_3,18,22,5,3,0,0,0
Bamberg_3,18,23,2,2,0,0,0
Bamberg_3,18,24,2,2,0,0,0
Bamberg_3,18,25,6,4,0,0,0
Bamberg_3,18,26,4,1,0,0,0
Bamberg_3,18,27,3,2,0,0,0
Bamberg_3,18,28,5,2,0,0,0
Bamberg_3,18,29,4,2,0,0,0
Bamberg_3,18,30,5,3,0,0,0
Bamberg_3,19,3,4,1,0,0,0
Bamberg_3,19,4,2,1,0,0,0
Bamberg_3,19,5,3,1,0,0,0
Bamberg_3,19,6,4,2,0,0,0
Bamberg_3,19,7,5,3,0,0,0
Bamberg_3,19,8,5,2,0,0,0
Bamberg_3,19,9,3,2,0,0,0
Bamberg_3,19,10,4,3,0,0,0
Bamberg_3,19,11,3,1,0,0,0
Bamberg_3,19,12,6,3,0,0,0
Bamberg_3,19,13,3,1,0,0,0
Bamberg_3,19,14,3,1,0,0,0
Bamberg_3,19,15,5,4,0,0,0
Bamberg_3,19,16,4,2,0,0,0
Bamberg_3,19,17,3,1,0,0,0
Bamberg_3,19,18,7,2,0,0,0
Bamberg_3,19,19,7,3,0,0,1
Bamberg_3,19,20,2,2,0,1,0
Bamberg_3,19,21,7,3,0,0,0
Bamberg_3,19,22,1,1,0,0,1
Bamberg_3,19,23,6,4,0,1,0
Bamberg_3,19,24,1,0,0,0,0
Bamberg_3,19,25,2,2,0,0,0
Bamberg_3,19,26,4,2,0,0,0
Bamberg_3,19,27,5,2,0,0,0
Bamberg_3,19,28,3,1,0,0,0
Bamberg_3,19,29,4,2,0,0,0
Bamberg_3,19,30,3,0,0,0,0
Bamberg_3,20,3,1,0,1,1,1
Bamberg_3,20,4,3,1,1,1,1
Bamberg_3,20,5,0,0,1,1,1
Bamberg_3,20,6,3,2,1,1,1
Bamberg_3,20,7,4,2,1,1,1
Bamberg_3,20,8,2,1,1,1,1
Bamberg_3,20,9,3,2,1,1,1
Bamberg_3,20,10,2,1,1,1,1
Bamberg_3,20,11,1,0,1,1,1
Bamberg_3,20,12,4,1,1,1,1
Bamberg_3,20,13,4,2,1,1,1
Bamberg_3,20,14,2,2,1,1,1
Bamberg_3,20,15,3,2,1,1,1
Bamberg_3,20,16,1,0,1,1,1
Bamberg_3,20,17,3,1,1,1,0
Bamberg_3,20,18,4,2,1,0,1
Bamberg_3,20,19,3,2,1,1,1
Bamberg_3,20,20,4,2,1,1,1
Bamberg_3,20,21,1,0,1,1,1
Bamberg_3,20,22,3,2,1,1,1
Bamberg_3,20,23,4,3,1,1,1
Bamberg_3,20,24,3,2,1,1,1
Bamberg_3,20,25,5,2,1,1,1
Bamberg_3,20,26,2,0,1,1,1
Bamberg_3,20,27,4,2,1,1,1
Bamberg_3,20,28,2,1,1,1,1
Bamberg_3,20,29,2,1,1,1,1
Bamberg_3,20,30,2,1,1,1,1
Bamberg_3,21,3,4,1,1,1,1
Bamberg_3,21,4,2,0,1,1,1
Bamberg_3,21,5,4,0,1,1,1
Bamberg_3,21,6,6,2,1,1,1
Bamberg_3,21,7,6,2,1,1,1
Bamberg_3,21,8,1,1,1,1,1
Bamberg_3,21,9,3,1,1,1,1
Bamberg_3,21,10,6,2,1,1,1
Bamberg_3,21,11,3,1,1,1,0
Bamberg_3,21,12,3,2,1,0,1
Bamberg_3,21,13,3,2,1,1,1
Bamberg_3,21,14,4,2,1,1,1
Bamberg_3,21,15,4,0,1,1,1
Bamberg_3,21,16,4,1,1,1,0
Bamberg_3,21,17,3,1,1,0,1
Bamberg_3,21,18,3,0,1,1,1
Bamberg_3,21,19,7,2,1,1,1
Bamberg_3,21,20,4,1,1,1,1
Bamberg_3,21,21,3,1,1,1,1
Bamberg_3,21,22,3,2,1,1,1
Bamberg_3,21,23,5,1,1,1,1
Bamberg_3,21,24,3,1,1,1,1
Bamberg_3,21,25,7,2,1,1,1
Bamberg_3,21,26,4,2,1,1,1
Bamberg_3,21,27,4,3,1,1,1
Bamberg_3,21,28,4,1,1,1,1
Bamberg_3,21,29,1,0,1,1,1
Bamberg_3,21,30,3,1,1,1,1
Bamberg_3,22,3,5,1,1,1,1
Bamberg_3,22,4,4,1,1,1,1
Bamberg_3,22,5,2,0,1,1,1
Bamberg_3,22,6,5,3,1,1,1
Bamberg_3,22,7,6,2,1,1,1
Bamberg_3,22,8,2,1,1,1,1
Bamberg_3,22,9,2,1,1,1,1
Bamberg_3,22,10,6,3,1,1,1
Bamberg_3,22,11,2,1,1,1,1
Bamberg_3,22,12,3,0,1,1,1
Bamberg_3,22,13,5,3,1,1,1
Bamberg_3,22,14,5,2,1,1,1
Bamberg_3,22,15,4,2,1,1,1
Bamberg_3,22,16,3,1,1,1,1
Bamberg_3,22,17,4,1,1,1,1
Bamberg_3,22,18,4,2,1,1,1
Bamberg_3,22,19,5,4,1,1,1
Bamberg_3,22,20,3,2,1,1,1
Bamberg_3,22,21,2,0,1,1,1
Bamberg_3,22,22,5,3,1,1,1
Bamberg_3,22,23,4,3,1,1,1
Bamberg_3,22,24,3,3,1,1,1
Bamberg_3,22,25,5,2,1,1,1
Bamberg_3,22,26,5,3,1,1,1
Bamberg_3,22,27,3,2,1,1,1
Bamberg_3,22,28,6,5,1,1,1
Bamberg_3,22,29,4,2,1,1,1
Bamberg_3,22,30,3,2,1,1,1
Bamberg_3,23,3,3,1,0,0,0
Bamberg_3,23,4,4,1,0,0,0
Bamberg_3,23,5,5,2,0,0,0
Bamberg_3,23,6,6,4,0,0,0
Bamberg_3,23,7,5,4,0,0,0
Bamberg_3,23,8,4,1,0,0,0
Bamberg_3,23,9,4,3,0,0,0
Bamberg_3,23,10,7,4,0,0,0
Bamberg_3,23,11,1,0,0,0,0
Bamberg_3,23,12,4,2,0,0,0
Bamberg_3,23,13,5,3,0,0,0
Bamberg_3,23,14,5,4,0,0,0
Bamberg_3,23,15,3,1,0,0,0
Bamberg_3,23,16,5,4,0,0,0
Bamberg_3,23,17,6,3,0,0,0
Bamberg_3,23,18,4,1,0,0,0
